region,name,category,phone,email,gmaps_url,online_presence
Corfu,Sofia Beach Apartments,Holiday apartment rental,6979038099,,https://www.google.com/maps/place/Sofia+Beach+Apartments/data=!4m7!3m6!1s0x135c9b2040a55555:0x7152e8fdbf4638e6!8m2!3d39.3829491!4d20.1181463!16s%2Fg%2F11ddzd82_3!19sChIJVVWlQCCbXBMR5jhGv_3oUnE?authuser=0&hl=en&rclk=1,none
Corfu,Spiros Apartments,,2661072372,,https://www.google.com/maps/place/Spiros+Apartments/data=!4m10!3m9!1s0x135ca07223c55ee3:0x258fa4fed65ee9f3!5m2!4m1!1i2!8m2!3d39.527786!4d19.920338!16s%2Fg%2F12vrgzy04!19sChIJ417FI3KgXBMR8-le1v6kjyU?authuser=0&hl=en&rclk=1,none
Corfu,Splish Splash Apartments,,2663099146,,https://www.google.com/maps/place/Splish+Splash+Apartments/data=!4m10!3m9!1s0x135b4dc040c6ce75:0xbcb1dbc54e34b22c!5m2!4m1!1i2!8m2!3d39.7459101!4d19.6478818!16s%2Fg%2F11q25dbbhy!19sChIJdc7GQMBNWxMRLLI0TsXbsbw?authuser=0&hl=en&rclk=1,none
Corfu,Stay Bridge Apartments,Holiday apartment rental,6945143414,,https://www.google.com/maps/place/Stay+Bridge+Apartments/data=!4m7!3m6!1s0x135ca1bfcf9459bb:0xb08f3e858f935942!8m2!3d39.4781087!4d19.9278034!16s%2Fg%2F11s1prp2wd!19sChIJu1mUz7-hXBMRQlmTj4U-j7A?authuser=0&hl=en&rclk=1,none
Corfu,Stoa Apartments,Holiday apartment rental,6947822149,,https://www.google.com/maps/place/Stoa+Apartments/data=!4m7!3m6!1s0x135b43ba1f39bb5f:0xdc6fb7a89df8561f!8m2!3d39.7274965!4d19.9065812!16s%2Fg%2F11k9h9svs2!19sChIJX7s5H7pDWxMRH1b4nai3b9w?authuser=0&hl=en&rclk=1,none
Corfu,Telemachos Village, Hotels,2661097022,,https://www.google.com/maps/place/Atlantica+Grand+Mediterraneo+Resort/data=!4m10!3m9!1s0x135b59c643e5491b:0x790d03419db2ae71!5m2!4m1!1i2!8m2!3d39.612697!4d19.778811!16s%2Fg%2F11b6hxw2wg!19sChIJG0nlQ8ZZWxMRca6ynUEDDXk?authuser=0&hl=en&rclk=1,ota-aggregator
Corfu,Telis Apartment,Holiday apartment rental,6973452944,,https://www.google.com/maps/place/Telis+Apartment/data=!4m7!3m6!1s0x135b45aef107702d:0xae6b75b32a5ffe7f!8m2!3d39.7859231!4d19.7696457!16s%2Fg%2F11t899v6_4!19sChIJLXAH8a5FWxMRf_5fKrN1a64?authuser=0&hl=en&rclk=1,none
Corfu,Tereza Apartments,Holiday apartment,2663064161,,https://www.google.com/maps/place/Tereza+Apartments/data=!4m7!3m6!1s0x135b442a8c602323:0x1a4388bf93ac096d!8m2!3d39.7930556!4d19.8094444!16s%2Fg%2F12vtfs1yk!19sChIJIyNgjCpEWxMRbQmsk7-IQxo?authuser=0&hl=en&rclk=1,none
Corfu,Tereza House,Holiday apartment rental,6906676688,,https://www.google.com/maps/place/Tereza+House/data=!4m7!3m6!1s0x135b58557c2e35d3:0xd987afe5cd347c83!8m2!3d39.594086!4d19.806572!16s%2Fg%2F11dzz7b8bn!19sChIJ0zUufFVYWxMRg3w0zeWvh9k?authuser=0&hl=en&rclk=1,facebook
Corfu,Thalassa Apartments & Studios,Hotel,6972052789,,https://www.google.com/maps/place/Thalassa+Apartments+%26+Studios/data=!4m7!3m6!1s0x135c9b1a5a984059:0x60ccbe6598161f2!8m2!3d39.391346!4d20.108172!16s%2Fg%2F11b73mqncy!19sChIJWUCYWhqbXBMR8mGBWebLDAY?authuser=0&hl=en&rclk=1,none
Corfu,The Corfu Cocoon Villa Apartments,Holiday apartment rental,6945146146,,https://www.google.com/maps/place/The+Corfu+Cocoon+Villa+Apartments/data=!4m7!3m6!1s0x135b5badc535b499:0xc5b5fc817d8e4002!8m2!3d39.6943218!4d19.8209234!16s%2Fg%2F11p9yf560j!19sChIJmbQ1xa1bWxMRAkCOfYH8tcU?authuser=0&hl=en&rclk=1,none
Corfu,"The Olive Grove Apartment by Konnect, Dasia",Holiday apartment rental,6973396208,,https://www.google.com/maps/place/Dassia+Beach+Pension+-+One-Bedroom+Apartment/data=!4m11!3m10!1s0x135b5b6fa97de537:0x2c1f9c772c312375!5m2!4m1!1i2!8m2!3d39.6819801!4d19.8399105!16s%2Fg%2F11yn24fm7v!17BQ0FF!19sChIJN-V9qW9bWxMRdSMxLHecHyw?authuser=0&hl=en&rclk=1,ota-aggregator
Corfu,"The Palms, Sidari",Holiday apartment,6955309087,,"https://www.google.com/maps/place/The+Palms,+Sidari/data=!4m7!3m6!1s0x135b4fc99f4b3b8f:0x94c2db36cebcc5cf!8m2!3d39.7851793!4d19.688931!16s%2Fg%2F11shpfrr3b!19sChIJjztLn8lPWxMRz8W8zjbbwpQ?authuser=0&hl=en&rclk=1",none
Corfu,The Red House in Dassia,Holiday home,6942423957,,https://www.google.com/maps/place/The+Red+House+in+Dassia/data=!4m7!3m6!1s0x135b5baec8f72e37:0xaf4b88c0cc4c58b9!8m2!3d39.6793218!4d19.8383008!16s%2Fg%2F11t1sfqsmr!19sChIJNy73yK5bWxMRuVhMzMCIS68?authuser=0&hl=en&rclk=1,facebook
Corfu,Thekla’s studios,Holiday apartment rental,6937688949,,"https://www.google.com/maps/place/Ananias+Hotel,+Restaurant+%26+Swimming+Pool/data=!4m7!3m6!1s0x135c9968f4a024bd:0x5b7b11ead70b8bb9!8m2!3d39.4252339!4d19.9508781!16s%2Fg%2F11fct5sfpk!19sChIJvSSg9GiZXBMRuYsL1-oRe1s?authuser=0&hl=en&rclk=1",none
Corfu,Theodora Apartments,,6985066097,,https://www.google.com/maps/place/Theodora+Apartments/data=!4m10!3m9!1s0x135b4df1ccd22d7f:0xaf535a4b301892e6!5m2!4m1!1i2!8m2!3d39.7522033!4d19.6490704!16s%2Fg%2F11gblfb8h0!19sChIJfy3SzPFNWxMR5pIYMEtaU68?authuser=0&hl=en&rclk=1,none
Corfu,Theodoros Resort Hotel,,2663064555,,https://www.google.com/maps/place/Theodoros+Resort+Hotel/data=!4m10!3m9!1s0x135b45db3c74c715:0x7aec1edd547881d8!5m2!4m1!1i2!8m2!3d39.7881253!4d19.7910542!16s%2Fg%2F11c0r5b_rh!19sChIJFcd0PNtFWxMR2IF4VN0e7Ho?authuser=0&hl=en&rclk=1,none
Corfu,Thomas Bay Hotel,,2663051353,,https://www.google.com/maps/place/Thomas+Bay+Hotel/data=!4m10!3m9!1s0x135b4df2987a5691:0x5ec2693fc23bb675!5m2!4m1!1i2!8m2!3d39.7541114!4d19.6463272!16s%2Fg%2F11b6d1qpt1!19sChIJkVZ6mPJNWxMRdbY7wj9pwl4?authuser=0&hl=en&rclk=1,none
Corfu,Three Brothers Hotel,,2663095375,,https://www.google.com/maps/place/Three+Brothers+Hotel/data=!4m10!3m9!1s0x135b4ee08141596f:0x57a2389553a9e6ae!5m2!4m1!1i2!8m2!3d39.7917726!4d19.7080905!16s%2Fg%2F11c3pp2stn!19sChIJb1lBgeBOWxMRruapU5U4olc?authuser=0&hl=en&rclk=1,none
Corfu,Trabukos Beach Complex - Adults Only, Hotels,2662061110,,https://www.google.com/maps/place/Angela+Apartments/data=!4m10!3m9!1s0x135c9b1fc6a4facf:0x8330bd0b1b5b93b5!5m2!4m1!1i2!8m2!3d39.3850072!4d20.1120503!16s%2Fg%2F113k5n4dl!19sChIJz_qkxh-bXBMRtZNbGwu9MIM?authuser=0&hl=en&rclk=1,none
Corfu,Trident Studios & Apartments,Guest house,6944325768,,https://www.google.com/maps/place/Trident+Studios+%26+Apartments/data=!4m7!3m6!1s0x135c9b1ff7362f35:0xcb91d29b2097b904!8m2!3d39.3826209!4d20.1161213!16s%2Fg%2F1hhk5qc98!19sChIJNS829x-bXBMRBLmXIJvSkcs?authuser=0&hl=en&rclk=1,none
Corfu,Tzoras‌ ‌Apartments‌ ‌Roda‌ ‌Corfu‌ - One-Bedroom House,,2663064722,,https://www.google.com/maps/place/Unda+Hotel+Corfu/data=!4m10!3m9!1s0x135b45dd8e2f6af7:0xc69ab1dd712594f!5m2!4m1!1i2!8m2!3d39.7911445!4d19.8004869!16s%2Fg%2F11wfwznq57!19sChIJ92ovjt1FWxMRT1kS1x2raQw?authuser=0&hl=en&rclk=1,ota-aggregator
Corfu,UMBRELLA BEACH APARTMENTS,Holiday apartment rental,6932699559,,https://www.google.com/maps/place/UMBRELLA+BEACH+APARTMENTS/data=!4m7!3m6!1s0x135c9b79c2c308c1:0x532697be5ab0b2ae!8m2!3d39.3824611!4d20.1179141!16s%2Fg%2F11j3xdctk4!19sChIJwQjDwnmbXBMRrrKwWr6XJlM?authuser=0&hl=en&rclk=1,none
Corfu,Ulisse Apartments,,6933393623,,https://www.google.com/maps/place/Ulisse+Apartments/data=!4m10!3m9!1s0x135b511f2b69a731:0xb9710a49cf76e0aa!5m2!4m1!1i2!8m2!3d39.6758356!4d19.7056991!16s%2Fg%2F11b86yx15h!19sChIJMadpKx9RWxMRquB2z0kKcbk?authuser=0&hl=en&rclk=1,none
Corfu,VANILLA apartments and studios,Holiday apartment rental,6976449977,,https://www.google.com/maps/place/VANILLA+apartments+and+studios/data=!4m7!3m6!1s0x135b51c835228979:0x49920ca163e86590!8m2!3d39.6759175!4d19.7238632!16s%2Fg%2F11hzxs15jf!19sChIJeYkiNchRWxMRkGXoY6EMkkk?authuser=0&hl=en&rclk=1,none
Corfu,VIP ANNUNZIATA APARTMENTS,Apartment building,6937319814,,https://www.google.com/maps/place/Fotini+Studios+%26+Apartments+Corfu/data=!4m7!3m6!1s0x135b511893768ecd:0x62175d632c0ccdcf!8m2!3d39.6771875!4d19.7114375!16s%2Fg%2F11b6gck9th!19sChIJzY52kxhRWxMRz80MLGNdF2I?authuser=0&hl=en&rclk=1,none
Corfu,VLACHOS APARTMENTS -SIDARI,Apartment building,6932725056,,https://www.google.com/maps/place/VLACHOS+APARTMENTS+-SIDARI/data=!4m7!3m6!1s0x135b4efc586e7f89:0x7e65ebdd563435c9!8m2!3d39.779814!4d19.7076663!16s%2Fg%2F11c0v0sjhh!19sChIJiX9uWPxOWxMRyTU0Vt3rZX4?authuser=0&hl=en&rclk=1,none
Corfu,Vassilis Apartments,Self-catering accommodation,6984098120,,https://www.google.com/maps/place/Vassilis+Apartments/data=!4m7!3m6!1s0x135b511e6f1081d7:0x1b2fc0c8476a8df1!8m2!3d39.6770734!4d19.7096608!16s%2Fg%2F11bvt28rjh!19sChIJ14EQbx5RWxMR8Y1qR8jALxs?authuser=0&hl=en&rclk=1,booking
Corfu,Veneti Apartments,Apartment complex,6982310337,,https://www.google.com/maps/place/Elves+Studios+%26+Apartments/data=!4m10!3m9!1s0x135b4ee0dfd6bae7:0x2b09990d47e1253d!5m2!4m1!1i2!8m2!3d39.7900124!4d19.7067904!16s%2Fg%2F11f3crc5ff!19sChIJ57rW3-BOWxMRPSXhRw2ZCSs?authuser=0&hl=en&rclk=1,booking
Corfu,Vera’s Apartments,Apartment complex,6973353884,,https://www.google.com/maps/place/Vera%E2%80%99s+Apartments/data=!4m7!3m6!1s0x135b4166e182c7ad:0x1be009a9b239d240!8m2!3d39.788925!4d19.9215905!16s%2Fg%2F11w55xngnf!19sChIJrceC4WZBWxMRQNI5sqkJ4Bs?authuser=0&hl=en&rclk=1,booking
Corfu,Vicky's Guesthouse,,6971846667,,https://www.google.com/maps/place/Euphoria+complex/data=!4m10!3m9!1s0x135c9bd9ac1c193f:0x5dbc7cc10809f866!5m2!4m1!1i2!8m2!3d39.3826849!4d20.1133376!16s%2Fg%2F11q240sznd!19sChIJPxkcrNmbXBMRZvgJCMF8vF0?authuser=0&hl=en&rclk=1,none
Corfu,Vila Bella Grecia Moraitika,Holiday apartment rental,2661075455,,https://www.google.com/maps/place/Vila+Bella+Grecia+Moraitika/data=!4m7!3m6!1s0x135ca1b8174d3827:0x6ef3fc88a3cf8d65!8m2!3d39.4850692!4d19.9247162!16s%2Fg%2F11d_x2psm_!19sChIJJzhNF7ihXBMRZY3Po4j8824?authuser=0&hl=en&rclk=1,none
Corfu,Villa Alexandra,Holiday apartment rental,6982798250,,https://www.google.com/maps/place/Villa+Alexandra/data=!4m7!3m6!1s0x135b45c4f0e4e4ad:0xd82afbfd3f4274d6!8m2!3d39.78513!4d19.7893005!16s%2Fg%2F11hzhy_7fw!19sChIJreTk8MRFWxMR1nRCP_37Ktg?authuser=0&hl=en&rclk=1,none
Corfu,Villa Antonis, Hotels,6980318081,,"https://www.google.com/maps/place/Ipsos+Pool+Apartments,+Elena+%26+Maria+by+Konnect/data=!4m10!3m9!1s0x135b5b92988bf479:0xeddcca2fe2a53176!5m2!4m1!1i2!8m2!3d39.6969448!4d19.828077!16s%2Fg%2F11s3l3nl7q!19sChIJefSLmJJbWxMRdjGl4i_K3O0?authuser=0&hl=en&rclk=1",none
Corfu,Villa Elaionas,Holiday apartment rental,6973471243,,https://www.google.com/maps/place/Villa+Elaionas/data=!4m7!3m6!1s0x135b4dd4794ef7a9:0x23dedeacbbb41c3e!8m2!3d39.7584168!4d19.6471015!16s%2Fg%2F11ptqwpd3x!19sChIJqfdOedRNWxMRPhy0u6ze3iM?authuser=0&hl=en&rclk=1,none
Corfu,Villa Eleni,,6975782199,,https://www.google.com/maps/place/Villa+Eleni/data=!4m10!3m9!1s0x135ca755ac8673c1:0xfc217a52e44adc89!5m2!4m1!1i2!8m2!3d39.5462516!4d19.8510268!16s%2Fg%2F11c1wr6vmj!19sChIJwXOGrFWnXBMRidxK5FJ6Ifw?authuser=0&hl=en&rclk=1,facebook
Corfu,Villa Georgia,,2661094617,,https://www.google.com/maps/place/Villa+Georgia/data=!4m10!3m9!1s0x135b59aa3c8f022f:0xb710b39876b32d05!5m2!4m1!1i2!8m2!3d39.6006825!4d19.8048613!16s%2Fg%2F11b6hq4xl9!19sChIJLwKPPKpZWxMRBS2zdpizELc?authuser=0&hl=en&rclk=1,none
Corfu,Villa Loukia, Hotels,6993438232,,https://www.google.com/maps/place/Aristides+Studios/data=!4m10!3m9!1s0x135b5e56fa126b9b:0x59d92c75ca713f1e!5m2!4m1!1i2!8m2!3d39.5856131!4d19.9055052!16s%2Fg%2F11cs78j518!19sChIJm2sS-lZeWxMRHj9xynUs2Vk?authuser=0&hl=en&rclk=1,none
Corfu,Villa Magnolia,Holiday apartment rental,6989755766,,https://www.google.com/maps/place/Villa+Magnolia/data=!4m7!3m6!1s0x135b51851dfa9eaf:0xbd6d08d04fd0add3!8m2!3d39.6768262!4d19.7129485!16s%2Fg%2F11v0kx3d04!19sChIJr576HYVRWxMR063QT9AIbb0?authuser=0&hl=en&rclk=1,none
Corfu,Villa Maria Makri,Holiday apartment,6936623440,,https://www.google.com/maps/place/Litheri+Studios%26Apartment/data=!4m10!3m9!1s0x135b51c741e8aadd:0x5f4619d2b73a06f2!5m2!4m1!1i2!8m2!3d39.6773437!4d19.7110239!16s%2Fg%2F11jpqw688s!19sChIJ3aroQcdRWxMR8gY6t9IZRl8?authuser=0&hl=en&rclk=1,none
Corfu,Villa Martha Studios & Apt,Furnished apartment building,6944227965,,https://www.google.com/maps/place/Villa+Martha+Studios+%26+Apt/data=!4m7!3m6!1s0x135b5f85a2b3df41:0xe35058c665bea108!8m2!3d39.5449251!4d19.9130503!16s%2Fg%2F1tctbwwc!19sChIJQd-zooVfWxMRCKG-ZcZYUOM?authuser=0&hl=en&rclk=1,none
Corfu,Villa Sia,,6932333475,,https://www.google.com/maps/place/Villa+Sia/data=!4m10!3m9!1s0x135b5b6f127b1d51:0xf00af9894b7fbbd7!5m2!4m1!1i2!8m2!3d39.6827932!4d19.8407307!16s%2Fg%2F11f4wtm3xx!19sChIJUR17Em9bWxMR17t_S4n5CvA?authuser=0&hl=en&rclk=1,ota-aggregator
Corfu,Villa Thalia,Villa,6972996303,,https://www.google.com/maps/place/Villa+Thalia/data=!4m7!3m6!1s0x135b50e6f4e08b73:0x2dab5325e977ce8f!8m2!3d39.6746642!4d19.7202801!16s%2Fg%2F11b5pll3kz!19sChIJc4vg9OZQWxMRj8536SVTqy0?authuser=0&hl=en&rclk=1,none
Corfu,Villa Yannis,Holiday apartment rental,2663032178,,https://www.google.com/maps/place/Renas+Maisonette+near+Roda+-+Two-Bedroom+House/data=!4m11!3m10!1s0x135b45e47c25db1d:0x8a3344709772eeb7!5m2!4m1!1i2!8m2!3d39.7950516!4d19.7742901!16s%2Fg%2F11yxn7rkng!17BQ0FF!19sChIJHdslfORFWxMRt-5yl3BEM4o?authuser=0&hl=en&rclk=1,none
Corfu,Wyndham Corfu Acharavi, Hotels,2661604000,,https://www.google.com/maps/place/Green+Corner+Villas/data=!4m10!3m9!1s0x135b5beedeb1496d:0x773c0b7d5c8b3ee0!5m2!4m1!1i2!8m2!3d39.6414834!4d19.837002!16s%2Fg%2F1tf21cgq!19sChIJbUmx3u5bWxMR4D6LXH0LPHc?authuser=0&hl=en&rclk=1,ota-aggregator
Corfu,Yanna's Apartments Canal D’amour Corfu,,6948142841,,https://www.google.com/maps/place/Yanna%27s+Apartments+Canal+D%E2%80%99amour+Corfu/data=!4m10!3m9!1s0x135b4edd40eb0deb:0x62bdedbb148fcaea!5m2!4m1!1i2!8m2!3d39.79456!4d19.700793!16s%2Fg%2F11xs9swk2!19sChIJ6w3rQN1OWxMR6sqPFLvtvWI?authuser=0&hl=en&rclk=1,none
Corfu,Yianetta Hotel & Suites (Yianetta Complex),,2662022286,,https://www.google.com/maps/place/Yianetta+Hotel+%26+Suites+%28Yianetta+Complex%29/data=!4m10!3m9!1s0x135c9b1f8517a9d9:0x312c211a745630ac!5m2!4m1!1i2!8m2!3d39.4051608!4d20.0960254!16s%2Fg%2F1vl0bmlr!19sChIJ2akXhR-bXBMRrDBWdBohLDE?authuser=0&hl=en&rclk=1,ota-aggregator
Corfu,Zefi Hotel, Hotels,2665093470,,https://www.google.com/maps/place/Euphoria+complex/data=!4m10!3m9!1s0x135c9bd9ac1c193f:0x5dbc7cc10809f866!5m2!4m1!1i2!8m2!3d39.3826849!4d20.1133376!16s%2Fg%2F11q240sznd!19sChIJPxkcrNmbXBMRZvgJCMF8vF0?authuser=0&hl=en&rclk=1,ota-aggregator
Corfu,antzela apartments,Holiday apartment rental,6981224353,,https://www.google.com/maps/place/antzela+apartments/data=!4m7!3m6!1s0x135b4f0cfc60a59d:0xba4717b993aa94ea!8m2!3d39.7933942!4d19.7006473!16s%2Fg%2F11f766l47t!19sChIJnaVg_AxPWxMR6pSqk7kXR7o?authuser=0&hl=en&rclk=1,none
Corfu,aria apartment in the heard of corfu,Holiday apartment rental,6987501737,,https://www.google.com/maps/place/aria+apartment+in+the+heard+of+corfu/data=!4m7!3m6!1s0x135b5ddf4a707ed7:0x3f0e3625731f23e0!8m2!3d39.6239359!4d19.9143385!16s%2Fg%2F11hkhhk5xl!19sChIJ135wSt9dWxMR4CMfcyU2Dj8?authuser=0&hl=en&rclk=1,none
Corfu,jason hotel, Hotels,2661093583,,https://www.google.com/maps/place/Cook%27s+Club+Corfu/data=!4m10!3m9!1s0x135b5bc07233e46f:0x8446761a188f4794!5m2!4m1!1i2!8m2!3d39.6575042!4d19.8373859!16s%2Fg%2F11sh1fbrmq!19sChIJb-QzcsBbWxMRlEePGBp2RoQ?authuser=0&hl=en&rclk=1,ota-aggregator
Corfu,maria corfu apartments,Apartment complex,6938083969,,https://www.google.com/maps/place/maria+corfu+apartments/data=!4m7!3m6!1s0x135c9fae2d767c53:0x19b46436f5b8462!8m2!3d39.4682894!4d19.9499859!16s%2Fg%2F11nfv5g2dr!19sChIJU3x2La6fXBMRYoRbb0NGmwE?authuser=0&hl=en&rclk=1,ota-aggregator
Corfu,spiridoula apartments,Holiday apartment rental,6976783719,,https://www.google.com/maps/place/spiridoula+apartments/data=!4m7!3m6!1s0x135b4d673f2d3647:0x838236ad8a9b1038!8m2!3d39.7541972!4d19.6424725!16s%2Fg%2F11sw5qrhr8!19sChIJRzYtP2dNWxMROBCbiq02goM?authuser=0&hl=en&rclk=1,none
Corfu,villa helen's apartments,Holiday apartment,2663051818,,https://www.google.com/maps/place/villa+helen%27s+apartments/data=!4m7!3m6!1s0x135b4d4f3cd9e637:0x5950a910514088ea!8m2!3d39.7459701!4d19.653964!16s%2Fg%2F11w1rd_xlx!19sChIJN-bZPE9NWxMR6ohAURCpUFk?authuser=0&hl=en&rclk=1,none
Corfu,Διαμερίσματα Στέφανος,Holiday apartment,6973331624,,https://www.google.com/maps/place/%CE%94%CE%B9%CE%B1%CE%BC%CE%B5%CF%81%CE%AF%CF%83%CE%BC%CE%B1%CF%84%CE%B1+%CE%A3%CF%84%CE%AD%CF%86%CE%B1%CE%BD%CE%BF%CF%82/data=!4m7!3m6!1s0x135b58a94903098d:0x81508dc8915c7c38!8m2!3d39.5538612!4d19.8471289!16s%2Fg%2F11c1v2lv28!19sChIJjQkDSalYWxMROHxckciNUIE?authuser=0&hl=en&rclk=1,none
Ios,ARCSUITES IOS,Hotel,6986186906,,,
Ios,Angelos Rooms, Hotels,2285071486,,,
Ios,Anna's Place Rooms, Hotels,6986315823,,,
Ios,Bay View Villas,,6974405406,,,
Ios,Chora days in Cycladic nest,Holiday apartment rental,6979867089,,,
Ios,EDEN IOS ROOMS,,6973239893,,,
Ios,Elpis rooms, Hotels,2286091626,,,
Ios,Ergina Studios,Holiday apartment rental,6972015223,,,
Ios,Georges Place, Hotels,2286092141,,,
Ios,Grandma Vasiliki Rooms To Let, Hotels,6906050856,,,
Ios,HoRa Apartment,Holiday apartment rental,6987928044,,,
Ios,Ios Memories, Hotels,2286091718,,,
Ios,Ios Pelagos, Hotels,2108047896,,,
Ios,Ios Traditional Summer House,Holiday apartment,+447709007669,,,
Ios,Ios Yacht Front Apartment at the Port,Holiday apartment rental,6932221942,,,
Ios,"Iosub Houses & Studios - Koumbara Beach, Ios",Holiday apartment rental,6947026014,,,
Ios,K suites ios,Holiday apartment rental,6987984017,,,
Ios,La Luna, Hotels,2286091775,,,
Ios,Levantes Maizonettes, Hotels,2286092588,,,
Ios,Manganari Luxury Villas,Hotel,6937189044,,,
Ios,Margarita Rooms, Hotels,2286091165,,,
Ios,Marias Rooms,,2286091817,,,
Ios,Meltemi Pension, Hotels,2286091248,,,
Ios,Mylopotas Apartments with Sea View,Holiday apartment,6936069528,,,
Ios,The Fig Tree - Deluxe Studio,Holiday apartment rental,6974215757,,,
Ios,Theros Apartments,Holiday apartment rental,6979648998,,,
Ios,Villa Maria, Hotels,2286091525,,,
Ios,Votsalo apartment,Holiday apartment rental,6978621302,,,
Ios,White Sand Jacuzzi Suite,Holiday apartment,6939616885,,,
Ios,Zorbas Rooms,,2286091871,,,
Ios,Ξενοδοχείο Βιολέττα, Hotels,2286091044,,,
Ithaca,Aenos Hotel, Hotels,2671028013,,https://www.google.com/maps/place/Aenos+Hotel/data=!4m10!3m9!1s0x135d87ba85b3458d:0x5085b17ef28c1050!5m2!4m1!1i2!8m2!3d38.179493!4d20.48828!16s%2Fg%2F1tdrnqwf!19sChIJjUWzhbqHXRMRUBCM8n6xhVA?authuser=0&hl=en&rclk=1,none
Ithaca,Afroessa apartments Ithaca,Holiday apartment rental,6947526403,,https://www.google.com/maps/place/Perioptron+Guesthouse+Ithaca/data=!4m7!3m6!1s0x135deb036ddd7ccf:0x56381f34e511011b!8m2!3d38.3629401!4d20.7154404!16s%2Fg%2F11z5tlvgwr!19sChIJz3zdbQPrXRMRGwER5TQfOFY?authuser=0&hl=en&rclk=1,none
Ithaca,Agia Sofia Studios,Holiday apartment rental,6975968173,,https://www.google.com/maps/place/Villa+Pandora+Apartments/data=!4m7!3m6!1s0x135deca671c1e119:0x7b99ecd41ae4b983!8m2!3d38.3442748!4d20.7261021!16s%2Fg%2F11c5rqmt4t!19sChIJGeHBcabsXRMRg7nkGtTsmXs?authuser=0&hl=en&rclk=1,facebook
Ithaca,Aktaion Apartments,Hotel,2674032387,,https://www.google.com/maps/place/Aktaion+Apartments/data=!4m7!3m6!1s0x135deb4c7da50ec5:0x29f29fbabd5ba4af!8m2!3d38.3653316!4d20.7154364!16s%2Fg%2F11f2b6xzk1!19sChIJxQ6lfUzrXRMRr6Rbvbqf8ik?authuser=0&hl=en&rclk=1,none
Ithaca,Alepochori Apartments,Holiday apartment rental,6988369669,,https://www.google.com/maps/place/Alepochori+Apartments/data=!4m7!3m6!1s0x14a043f12268a9ff:0x52381db74dee0a3a!8m2!3d38.0571798!4d23.0761666!16s%2Fg%2F11t1fdvxr0!19sChIJ_6loIvFDoBQROgruTbcdOFI?authuser=0&hl=en&rclk=1,none
Ithaca,Antheon apartments,Apartment complex,2674032500,,https://www.google.com/maps/place/PETROS+APARTMENTS+-+%CE%95%CE%BD%CE%BF%CE%B9%CE%BA%CE%B9%CE%B1%CE%B6%CF%8C%CE%BC%CE%B5%CE%BD%CE%B1+%CE%94%CE%B9%CE%B1%CE%BC%CE%B5%CF%81%CE%AF%CF%83%CE%BC%CE%B1%CF%84%CE%B1/data=!4m10!3m9!1s0x135deb4f9ca7f583:0x9fb750198646b267!5m2!4m1!1i2!8m2!3d38.3615897!4d20.7231759!16s%2Fg%2F11f4wv3qz_!19sChIJg_WnnE_rXRMRZ7JGhhlQt58?authuser=0&hl=en&rclk=1,facebook
Ithaca,Anticlea I,Holiday apartment,2674032298,,https://www.google.com/maps/place/Anticlea+I/data=!4m7!3m6!1s0x135debc14e5ce005:0x16951fedef06f39c!8m2!3d38.3622049!4d20.71808!16s%2Fg%2F11fmw2yvqp!19sChIJBeBcTsHrXRMRnPMG7-0flRY?authuser=0&hl=en&rclk=1,booking
Ithaca,Aprilis Apartment, Hotels,6987931162,,https://www.google.com/maps/place/Aprilis+Apartment/data=!4m10!3m9!1s0x135dbf6bccd765ed:0xf1c6024f9cae58e0!5m2!4m1!1i2!8m2!3d38.4452583!4d20.6936952!16s%2Fg%2F11hzk5d2nh!19sChIJ7WXXzGu_XRMR4FiunE8CxvE?authuser=0&hl=en&rclk=1,none
Ithaca,Assos Paradise Inn, Hotels,2674300387,,https://www.google.com/maps/place/Athina+Hotel/data=!4m10!3m9!1s0x135d8dcfca0828fb:0x8c012dfda99ad87f!5m2!4m1!1i2!8m2!3d38.2527696!4d20.630513!16s%2Fg%2F1tgldm4q!19sChIJ-ygIys-NXRMRf9iaqf0tAYw?authuser=0&hl=en&rclk=1,none
Ithaca,Barracks 1856,Holiday apartment rental,6945861841,,https://www.google.com/maps/place/Barracks+1856/data=!4m7!3m6!1s0x135d953c72a974f9:0x3ae1968bae953746!8m2!3d38.3666316!4d20.7110926!16s%2Fg%2F11j7pbg0l4!19sChIJ-XSpcjyVXRMRRjeVrouW4To?authuser=0&hl=en&rclk=1,booking
Ithaca,Captain's sea view,Holiday apartment rental,6907644033,,https://www.google.com/maps/place/Captain%27s+sea+view/data=!4m7!3m6!1s0x135ded6f27e6b6c9:0x9e553d85b857569c!8m2!3d38.346843!4d20.7169677!16s%2Fg%2F11svq8fntz!19sChIJybbmJ2_tXRMRnFZXuIU9VZ4?authuser=0&hl=en&rclk=1,none
Ithaca,DIOSKOURI APARTMENTS,Lodging,6984639880,,https://www.google.com/maps/place/DIOSKOURI+APARTMENTS/data=!4m7!3m6!1s0x135deb498a8d939b:0x97157a71b8c4814d!8m2!3d38.369076!4d20.718262!16s%2Fg%2F1hm5192yx!19sChIJm5ONiknrXRMRTYHEuHF6FZc?authuser=0&hl=en&rclk=1,ota-aggregator
